Index page,"Oorspr. naam op de kaart/
Original name on the map","Tegenwoordige naam/
Present name","Soortnaam/
Category","Coördinaten/
Coordinates","Kaartvak/
Map grid square","Kaart/
Map","Pagina/
Page"
415,Tutecorijn,Tuticorin,plaats/settlement,08-45N/78-09E,B2,I-21,p. 124
415,Tutecoryn,Tuticorin,plaats/settlement,08-45N/78-09E,A1,I-23a,p. 138
415,Tutecoryn,Tuticorin,plaats/settlement,08-45N/78-09E,B2,I-23c,p. 142
415,Tutecoryn,Tuticorin,plaats/settlement,08-45N/78-09E,A/B1L,I-23u,p. 176
415,Tuticoryn,Tuticorin,plaats/settlement,08-45N/78-09E,A2,I-1,p. 40
415,Tutsjaerpeent,-,plaats/settlement,-,A1L,I-25a,p. 180
415,Tutticherij,-,plaats/settlement,-,A3R,I-25a,p. 180
415,Tutucoryn,Tuticorin,plaats/settlement,08-45N/78-09E,B2,I-2b,p. 44
415,Twee Gebroeders,Besar + Ketjil/Kecil,eilanden/islands,06-39S/111-17E,B3,II-2i,p. 248
415,Twee Gebroeders,Misloei Besar + Ketjil/Mislui Besar + Kecil,eilanden/islands,00-48N/128-15E,A2,II-28,p. 338
415,Twee Gebroeders,-,berg/mountain,01-12N/127-26E,A2,II-28,p. 338
415,"Twee Gebroeders, De",Iranaitivu Islands,eilanden/islands,09-16-30/79-59E,A3,I-23b,p. 140
415,"Twee Gebroeders, De",Iranaitivu Islands,eilanden/islands,09-16-30/79-59E,B1,I-23r,p. 170
415,Tweede Hoec,Java’s Tweede Punt/Tg. Alangalang,kaap/cape,06-39S/105-22E,B2,I-37,p. 222
415,Tweede Hoek,Java’s Tweede Punt/Tg. Alangalang,kaap/cape,06-39S/105-22E,A1,II-2b,p. 240
415,"Tweede Hoek, R.",Bambou Point/Pointe Bambou,kaap/cape,20-20-30S/57-45-30E,A1,I-11,p. 96
415,Tweede Rivier,Lourensrivier/Lourens River,rivier/river,34-06S/18-48E,B2,I-5b,p. 54
415,Twuwaddack,Toeada/Tuada,eiland/island,00-29S/127-16E,B1,II-28,p. 338
415,Twyfel Hoek,-,kaap/cape,02-28S/134-30E,A3,II-46a,p. 388
415,Twyfelaars Straat,Straat Batjan/Selat Bacan,zeestraat/strait,00-41S/127-20E,B2,II-28,p. 338
415,Tyambo,-,plaats/settlement,-,B2,II-11a,p. 292
415,Tycesoor,Belangbelangbaai/Baai van Beling Beling/Teluk Belangbelang,baai/bay,02-28S/119-08E,A2,II-10,p. 290
415,"Tydalgea, De Hoek van",-,kaap/cape,-,A1LB,II-17c,p. 308
415,Tydoa,Sidoan/Sidoa,plaats/settlement,00-17N/120-13E,A1,II-17d,p. 310
415,"Tygere, R. de",-,rivier/river,-,A1,I-26a,p. 198
415,Tygers Eylt.,Ile de Tigre/Tiger Island/Hon Co,eiland/island,17-10N/107-20E,A1,II-1b,p. 236
415,Tygers R.,-,rivier/river,-,A1,I-26b,p. 200
415,Tygershoek,Grand Mirador,kaap/cape,20-42N/106-47E,A1,II-1b,p. 236
415,Tygershoek,Grand Mirador,kaap/cape,20-42N/106-47E,A1,II-33a,p. 348
415,Tyk de Gon,Rangoon/Yangon,plaats/settlement,16-46N/96-09E,B3,I-26a,p. 198
415,Tymelyme,Lemolemo,plaats/settlement,05-35S/120-23E,B3,II-10,p. 290
415,Tymor,Timor,eiland/island,09S/124E,B1,II-19,p. 314
415,Tymor,Timor,eiland/island,09S/124E,B2/3,II-12,p. 296
415,Tymor,Timor,eiland/island,09S/124E,B3,I-1,p. 40
415,Tymor,Timor,eiland/island,09S/124E,A2,II-1a,p. 234
415,Tymor Laut,Jamdena/Yamdena,eiland/island,07-30S/131-30E,B3,I-1,p. 40
415,"Tymor Laut, I.",Tanimbar-eilanden/Kepulauan Tanimbar,eilanden/islands,07-30S/131-30E,A2,II-1a,p. 234
415,Tymor Lt.,Jamdena/Yamdena,eiland/island,07-30S/131-30E,A2,II-1a,p. 234
415,"Tymor,W: H: van t Eylt.",Timor,eiland/island,09S/124E,A3,II-13,p. 298
415,Typaldepilli,-,plaats/settlement,-,A1L,I-25a,p. 180
415,Tzillagapathoe,-,plaats/settlement,-,A1L,I-25a,p. 180
415,Uboe,Iboe/Ibu,plaats/settlement,01-30N/127-32E,A2,II-28,p. 338
415,"Uby, Po.",Obi/Hon Khoai,eiland/island,08-26N/104-50E,B2,II-8,p. 288
415,"Uby, Po.",Obi/Hon Khoai,eiland/island,08-26N/104-50E,B1,II-1b,p. 236
415,Ucien,Wucheng?,plaats/settlement,37-08N/115-52E,A2R,II-38,p. 364
415,Udupale Corla,-,landstreek/region,-,B2,I-23a,p. 138
415,Ufu,Wuhu?,plaats/settlement,31-20N/118-21E,B3R,II-38,p. 364
415,Ujen,-,plaats/settlement,-,A2R,II-38,p. 364
415,Uliassa,Saparoea/Saparua,eiland/island,03-33S/128-40E,A1,II-19,p. 314
415,Ulloewattive,Eluvativu,eiland/island,09-42N/79-48E,A3,I-23c,p. 142
415,Ulpendams Droogte,-,ondiepte/shoals,-,A2,I-34,p. 214
415,Una Colonna,Hahashima-retto,eilanden/islands,26-40N/142-09E,A2,II-31,p. 344
415,Una Columna,Hahashima-retto,eilanden/islands,26-40N/142-09E,A3,II-1b,p. 236
415,Una Coluna,Hahashima-retto,eilanden/islands,26-40N/142-09E,B2,II-40a,p. 368
415,Unevil,Inuvil,plaats/settlement,09-42N/80-01E,A1,I-23r,p. 170
415,Upun,-,plaats/settlement,-,B3R,II-38,p. 364
415,Urck,Wor,eiland/island,00-38N/128-31E,B2,II-28,p. 338
415,Uselikon,-,plaats/settlement,-,A3R,II-38,p. 364
415,"Uva, De Bergen van",-,berg/mountain,-,A/B1,I-23b,p. 140
415,Uylenburg,Gai/Gei,eiland/island,00-50N/128-19E,A2,II-28,p. 338
415,"Vaanhoutsbosch, t",-,bos/forest,-,A1,I-5b,p. 54
415,"Vaarwel, t Eyl.",Vaarwel/Dodora,eiland/island,00-42S/128-33E,B2,II-28,p. 338
415,Vacatehuh,Wakasihoe/Wakasihu,plaats/settlement,03-45S/127-56E,A1,II-19,p. 314
415,Vader Smit,Vader Smit/Poetri/Putri,eiland/island,06-04S/106-51-30E,A1,II-2i,p. 248
415,Vader Smit,Vader Smit/Poetri/Putri,eiland/island,06-04S/106-51-30E,B3,II-2g,p. 244
415,Vader Smit,Vader Smit/Noeboeri/Nuburi,eiland/island,03-17S/135-06E,B3,II-46a,p. 388
415,Vader Smit,Vader Smit/Noeboeri/Nuburi,eiland/island,03-17S/135-06E,B3,II-46c,p. 392
415,"Vader Smit, of p. Poetrie",Vader Smit/Poetri/Putri,eiland/island,06-04S/106-51-30E,01-A3,II-2f,p. 242
415,Vader Smits Eijlt.,Vader Smit/Poetri/Putri,eiland/island,06-04S/106-51-30E,A1/2,II-3a,p. 250
415,"Vader, Moeder Suster en broeder",Kerindingan-eilanden/Kepulauan Kerindingan,eilanden/islands,00-10S/117-35E,A2,II-10,p. 290
415,"Vaele Eylandt, t",Gag,eiland/island,00-26S/129-52E,A1,II-46a,p. 388
415,"Vaele Eylandt, t",Gag,eiland/island,00-26S/129-52E,A2,II-46b,p. 390
415,Vagadon,-,plaats/settlement,-,B3,II-2i,p. 248
415,"Vagis, Clip Po.",Oeta/Uta,eiland/island,00-01N/129-38E,A1,II-46a,p. 388
415,"Vagis, Clip Po.",Oeta/Uta,eiland/island,00-01N/129-38E,A2,II-46b,p. 390
415,"Vagis, Nusi Po.",Gebe,eiland/island,00-06S/129-27E,A1,II-46a,p. 388
415,"Vaige, P.",[bestaat niet/does not exist],-,-,A2,II-1a,p. 234
415,"Vaijpin, t Eylandt",Vypin/Vaipin,eiland/island,09-58N/76-14E,A2,I-22c,p. 132
415,Valey van Tromanpo,-,landstreek/region,-,A3,I-9,p. 78
415,Vals,-,eiland/island,-,B3,I-26a,p. 198
416,Valsche Baij,Mahamodara Bay,baai/bay,06-03N/80-12E,A1LB,I-23k,p. 156
416,"Valse Puntie, t",-,kaap/cape,-,B2,I-28,p. 204
416,Van der Meijden Polder,-,landstreek/region,06-55N/79-50E,A1,I-23e,p. 146
416,"Vanaragoil, R:",Maharajasamudram,rivier/river,10-20-31N/79-20-30E,B2,I-21,p. 124
416,Vannungam,Wan’an,plaats/settlement,26-27N/114-46E,A2,II-34a,p. 352
416,Vannungam,Wan’an,plaats/settlement,26-27N/114-46E,A1L,II-38,p. 364
416,Vanpancien,-,plaats/settlement,-,A2R,II-38,p. 364
416,Varckens Eylt.,Varkens-eiland/Pasi,eiland/island,06-11S/120-25E,B3,II-10,p. 290
416,Varckensspruyt,-,rivier/river,-,A2,I-26b,p. 200
416,"Varella, Eylt.",Varella/Berhala,eiland/island,03-15N/103-40E,B1,II-1b,p. 236
416,Varkens Eylant,Raäs/Raas,eiland/island,07-09S/114-33E,A3,II-6,p. 284
416,Varkenseyl.,Raäs/Raas,eiland/island,07-09S/114-33E,A/B3,II-2a,p. 238
416,"Varkes Eyl, t of Poulo Baby",Sarangbaoeng/Sarangbaung,eiland/island,01-42N/ 97-26E,A1/2,I-34,p. 214
416,Varse Riv.,Erren Xi,rivier/river,22-54N/120-10E,B3,II-34a,p. 352
416,"Vato, Isle",<Falaises de Lanivato>,eiland/island,24-20S/43-50E,B3,I-9,p. 78
416,Vatomanahon,-,landstreek/region,-,B3,I-9,p. 78
416,Vavangama,Ahangama,plaats/settlement,05-58N/80-22E,B2,I-23a,p. 138
416,Vavorlang,Hsin-hu-wei Hsi,rivier/river,23-45N/120-11E,B1,II-40a,p. 368
416,Vawony,Wowoni,eiland/island,04-06S/123-05E,B2,II-17b,p. 306
416,Veere,Beilongshan,eiland/island,27-40N/120-58E,B1,II-36,p. 360
416,Vegamme,-,plaats/settlement,-,B2,I-23a,p. 138
416,Vehemare,-,landstreek/region,-,A1,I-9,p. 78
416,"Vehemare, Bay de",Vohemar Bay,baai/bay,13-21S/49-59E,A1,I-9,p. 78
416,Velasse,-,landstreek/region,-,B2,I-23a,p. 138
416,Velimitiva,-,plaats/settlement,-,B2,I-23a,p. 138
416,Veneloos Plaat,Invisible Bank,ondiepte/shoals,11-10N/93-30E,A3,I-2b,p. 44
416,Veneloosplaat,Invisible Bank,ondiepte/shoals,11-10N/93-30E,A2,I-31,p. 212
416,Venlos Bay,Vandeloos Bay/Venlos Bay,baai/bay,07-58N/81-33E,A1-A2L,I-23d,p. 144
416,Venlosbay,Vandeloos Bay/Venlos Bay,baai/bay,07-58N/81-34E,A/B3,I-23a,p. 138
416,Venlosbay,Vandeloos Bay/Venlos Bay,baai/bay,07-56N/81-33E,B3,I-21,p. 124
416,Verckens Eijlt.,Simeuluë/Simaloer/Simalur,eiland/island,02-40N/96-00E,A2,I-1,p. 40
416,Verckens H.,Varkenshoek/Tg. Toea/Tua,kaap/cape,05-54S/105-43E,A1,II-1a,p. 234
416,Verckens Hoeck,Varkenshoek/Tg. Toea/Tua,kaap/cape,05-54S/105-43E,A2/3,I-37,p. 222
416,Verckens Hoek,Tg. Goemoek/Gumuk,kaap/cape,09-29S/123-47E,B2,II-12,p. 296
416,Verde Pietige H.,-,kaap/cape,-,A2,I-28,p. 204
416,"Verdesaon, C. do",-,kaap/cape,-,B3,I-2a,p. 42
416,Verdrietige Eylen.,-,eilanden/islands,-,B2,II-31,p. 344
416,Verenigde Riv.,Mitchell River,rivier/river,15-12S/141-35E,B3,II-1a,p. 234
416,"Verera, Po.",Berhala,eiland/island,03-47N/99-30E,B3,I-2b,p. 44
416,Vergamine,-,plaats/settlement,-,A2,I-23a,p. 138
416,Vergifters Bay,Longpo Gang,baai/bay,18-13N/109-41E,B2,II-33a,p. 348
416,Verkens Eylant,Babi,eiland/island,03-10S/127-48E,A1,II-20,p. 316
416,Verkens Eylant,Verlaten Eiland/Sertoeng/Sertung,eiland/island,06-06S/105-23E,A2,I-37,p. 222
416,Verkens Eylt.,Babi,eiland/island,03-10S/127-48E,A1,II-19,p. 314
416,Raäs/Raas,-,eiland/island,07-08S/114-35E,A1,II-1a,p. 234
416,Verkens Eylt.,Simeuluë/Simalur,eiland/island,02-40N/96E,B3,I-2b,p. 44
416,Verkens H.,Varkenshoek/Tg. Toea/Tua,kaap/cape,05-54S/105-43E,B3,I-2b,p. 44
416,Verkens Hoek,Varkenshoek/Tg. Toea/Tua,kaap/cape,05-54S/105-43E,A1,II-2b,p. 240
416,Verkens R.,-,rivier/river,-,B1,II-30,p. 342
416,Verkens Rivier,-,rivier/river,-,B3,II-32,p. 346
416,"Verkens Spruyt, Grote",-,rivier/river,-,B2,I-28,p. 204
416,"Verkens Spruyt, Kleijne",-,rivier/river,-,B2,I-28,p. 204
416,Verkens Velt,-,landstreek/region,-,A1,II-3a,p. 250
416,"Verkens Zij, De",-,landstreek/region,22-53N/88-26E,B1,I-29a,p. 206
416,Verkenshoek,Varkenshoek/Tg. Toea/Tua,kaap/cape,05-54S/105-43E,A1,II-2a,p. 238
416,"Verlate H., De",Tg. Lewili?,kaap/cape,00-25S/128-04E,B2,II-28,p. 338
416,Verlaten Eylant,Laloein/Laluin,eiland/island,00-03S/127-25E,B2,II-28,p. 338
416,Verloren Eylt.,Verloren-eiland/Hilang,eiland/island,00-35S/128-26E,B2,II-28,p. 338
416,Verloren H.,Tg. Otoe/Otu,kaap/cape,00-20S/127-35E,B1,II-28,p. 338
416,"Vermosa, De Riv.",-,rivier/river,-,B1,I-8d,p. 70
416,Veroek,Dil Yal Burayk?,plaats/settlement,24-04N/57E,A1,I-13a,p. 102
416,Veroek,Dil Yal Burayk?,plaats/settlement,24-04N/57E,B3,I-13b,p. 104
416,Verraders Eijlanden,Padeaido/Padedori-eilanden/Kepulauan Padedori,eilanden/islands,01-15S/136-30E,A3,II-46c,p. 392
416,Verraders Eylanden,Padeaido/Padedori-eilanden/Kepulauan Padedori,eilanden/islands,01-15S/136-30E,A3,II-46a,p. 388
416,Verweyts Bocht,Tanman Wan,baai/bay,25-26N/119-47E,A3RB,II-39,p. 366
416,Vhackher,-,-,-,A2,I-27,p. 202
416,Victori Bay,Dongshan Wan,baai/bay,23-49N/117-33E,A2,II-1b,p. 236
416,Victoria,-,fort/fortress,-,A2LB,II-35,p. 358
416,Victoria,Fort Nieuw Victoria <Ambon-Stad/Kota Ambon>,fort/fortress,03-42S/128-09E,A2,II-20,p. 316
416,Victoria,Fort Nieuw Victoria <Ambon-Stad/Kota Ambon>,fort/fortress,03-42S/128-09E,A1,II-19,p. 314
416,Victoria,Fort Nieuw Victoria <Ambon-Stad/Kota Ambon>,fort/fortress,03-42S/128-09E,A2,II-1a,p. 234
416,"Victoria, Ilh.",Labuan,eiland/island,05-20N/115-13E,B1,II-1b,p. 236
416,"Victoria, t Casteel",Fort Nieuw Victoria <Ambon-Stad/Kota Ambon>,fort/fortress,03-42S/128-09E,A1/2,II-21b,p. 318
416,"Vier Gebroeders, d’",-,eilanden/islands,-,B1L,I-39a,p. 226
416,Vierde Hoeck,Java’s Vierde Punt/Tg. Tjikoneng/Cikoneng,kaap/cape,06-05S/105-53E,B3,I-37,p. 222
416,Vierde Hoek,Java’s Vierde Punt/Tg. Tjikoneng/Cikoneng,kaap/cape,06-05S/105-53E,A1,II-2b,p. 240
416,Vierendepatnam,Virapandiyanpattinam,plaats/settlement,08-31N/78-07E,A3RB,I-23u,p. 176
416,Vigia,-,eiland/island,-,B1,II-1b,p. 236
416,Vigia,-,eiland/island,-,B1,II-1b,p. 236
416,"Vijf Eylanden, De",Batan Islands?,eilanden/islands,20-35N/121-55E,A2,II-1b,p. 236
416,Vijf Gebroeders,Iron Duke Shoals?,ondiepte/shoals,05-06N/114-40E,B1,II-1b,p. 236
416,"Vijf Gebroeders, De",Poelau Doea + Poelau Tiga/Pulau Dua + Pulau Tiga,eilanden/islands,03-18S/122-32E,B2,II-17b,p. 306
416,Vijfhand,Xialangtang,eiland/island,28-04-30N/121-32E,A2,II-37,p. 362
416,Vijsagepatnam,Vishakhapatnam,plaats/settlement,17-42N/83-18E,B2R,I-24,p. 178
416,"Vilan, Po:",Sorol Atoll,eiland/island,08-05N/140-25E,B2,II-31,p. 344
416,"Vilan, Pulo",Sorol Atoll,eiland/island,08-05N/140-25E,B3,II-1b,p. 236
416,Vilinoor,-,plaats/settlement,11-55N/79-50E,A3,I-25g,p. 192
416,Vimengamo,Veemankamam,plaats/settlement,09-47N/80-02E,A1,I-23r,p. 170
416,Vinanghauarats,-,-,-,A3,I-9,p. 78
416,Vinckhoek,Tg. Botepoe/Botepu,kaap/cape,00-28N/127-58-30E,B2,II-28,p. 338
416,Vinoet,-,-,-,B2,II-28,p. 338
416,Viramanikenture,Viramanikkatevanturai,plaats/settlement,09-49N/80-03E,A2,I-23r,p. 170
416,Virandepatam,Virapandiyanpattinam,plaats/settlement,08-31N/78-07E,A1,I-23a,p. 138
416,Vis Bay,Visbaai/Fish Bay,baai/bay,34-22S/20-59E,B1,I-3a,p. 46
416,Vis Bay,Visbaai/Fish Bay,baai/bay,34-22S/20-59E,B1,I-7,p. 62
416,Visa,-,plaats/settlement,-,A1L,II-38,p. 364
416,Visagapatnam,Vishakhapatnam,plaats/settlement,17-42N/83-18E,A2,I-2b,p. 44
416,Visbaij,Visbaai/Fish Bay,baai/bay,34-22S/20-59E,A1,I-2a,p. 42
416,Visbay,Baai van Gorango/Teluk Gorango,baai/bay,01-35N/128-39E,A2,II-28,p. 338
416,Visbay,-,baai/bay,-,B3,I-2b,p. 44
416,Visbay,-,baai/bay,-,A2,I-34,p. 214
416,"Visiapoeram, Fortres",Veeyapuram,plaats/settlement,09-19N/76-27E,03-B2,I-22a,p. 126-128
416,Visiapoeron,-,plaats/settlement,-,A3R,I-25a,p. 180
416,Visiapour,-,plaats/settlement,-,A2,I-27,p. 202
416,"Visschers Eylandt, t",Aigrette Island/Ile aux Aigrettes,eiland/island,20-25S/57-43-30E,B2,I-11,p. 96
416,Visschers Eylant,-,eiland/island,-,B3R,II-17c,p. 308
416,Visschers Eylt.,-,eiland/island,-,B1,I-5b,p. 54
416,Visschers Eylt.,Bandjar/Banjar,eiland/island,02-57S/104-52E,B1L,I-39a,p. 226
416,Visschershoek,Vissershoek/Tg. Wamonket,kaap/cape,01-32S/131-13E,B3,II-46b,p. 390
416,Vissers Eil.,-,eiland/island,22-22N/120-06E,B3,II-34a,p. 352
416,"Vissers Eilt, t",Hsi Yü,eiland/island,23-36N/119-30E,B2,II-34a,p. 352
416,Vissers Eyl,Moeor/Muor,eiland/island,00-10N/128-57E,B3,II-28,p. 338
416,Vissers Eyl. of Po. Siwalan,Visschers-Eilanden/Penganten/Bokor,eilanden/islands,06-38S/110-36E,B2,II-2i,p. 248
416,Vissers Eylanden,Panjang + Derawan + Samama,eilanden/islands,02-15N/118-15E,B2,II-1b,p. 236
416,Vissers Eylt,Hon Mé,eiland/island,19-22N/105-55E,A1,II-1b,p. 236
416,"Vissers Eylt, t",Canopes,eiland/island,14-55N/120-01E,B2,II-1b,p. 236
416,Vissers H.,Vissershoek/Tg. Wamonket,kaap/cape,01-32S/131-13E,A1,II-46a,p. 388
416,Vissers Hoek,Denglou Jiao,kaap/cape,20-13N/109-55E,A2,II-33a,p. 348
416,Vissers Hoek,Vissershok,plaats/settlement,33-46S/18-33E,A2,I-5b,p. 54
416,Vissers Hoek,Denglou Jiao,kaap/cape,20-13N/109-55E,A1,II-1b,p. 236
416,Vissers Rif,Lu-kang Po-ti?,rif/reef,24-06N/120-24E,B3,II-34a,p. 352
416,Visui,-,plaats/settlement,-,A3R,II-38,p. 364
416,Viuaugaeuuou,-,plaats/settlement,-,A3,I-9,p. 78
416,Vlaardinger Doortocht,South East Entrance <Haitan Haixia>,zeestraat/strait,25-23N/119-41E,B2/3,II-34a,p. 352
416,Vlaardinger Doortocht,South East Entrance <Haitan Haixia>,zeestraat/strait,25-23N/119-41E,B1,II-36,p. 360
416,Vlaardings Doortogt,South East Entrance <Haitan Haixia>,zeestraat/strait,25-23N/119-41E,A3RB,II-39,p. 366
416,"Vlack Landt, t",Biak,eiland/island,01-10S/136-10E,A3,II-46a,p. 388
416,"Vlack Landt, t",Biak,eiland/island,01-10S/136-10E,A3,II-46c,p. 392
416,Vlacke Eylanden,Little Andaman,eilanden/islands,10-40N/92-28E,B3,I-31,p. 212
416,Vlacke Eylt.,Little Andaman,eilanden/islands,10-40N/92-28E,A2/3,I-2b,p. 44
416,Vlacke H.,Vlakke Hoek/Tg. Balimbing/Tg. Cina,kaap/cape,05-56S/104-43E,B3,I-2b,p. 44
416,Vlacke Hoeck,Vlakke Hoek/Tg. Balimbing/Tg. Cina,kaap/cape,05-56S/104-34E,A1,I-37,p. 222
416,Vlacke Hoek,Vlakke Hoek/Tg. Belimbing/Tg. Cina,kaap/cape,05-55S/104-43E,B1L,I-38,p. 224
416,Vlacke Hoek,Fatocama/Fatu Cama,kaap/cape,08-31S/125-36E,B1,II-19,p. 314
416,"Vlagge Clip, Hoek van de",-,kaap/cape,00-46S/131-25E,A2,II-46a,p. 388
416,Vlaming Bay,-,baai/bay,22-04N/113-23E,A1LB,II-34c,p. 356
416,"Vlas, I. de",Barren Island,eiland/island,12-17N/93-52E,A3,I-2b,p. 44
416,"Vlas, Ilhe de",Barren Island,eiland/island,12-17N/93-52E,A2,I-31,p. 212
416,Vleer Muys Revr.,-,rivier/river,-,B1,I-10b,p. 82
416,Vleermuijsen,-,rivier/river,04-06S/133-02E,A3,II-19,p. 314
416,Vleermuysen Bay,-,baai/bay,01-35N/128-01E,A2,II-28,p. 338
416,Vleermuysen Eylanden,-,eilanden/islands,-,A3,II-1a,p. 234
416,Vleermuysen Eylant,Rarangane,eiland/island,01-35N/128-02E,A2,II-28,p. 338
416,Vleermuysen H.,Tg. Rango Rango?,kaap/cape,01-35N/128-02E,A2,II-28,p. 338
416,Vlees Bay,Vleesbaai/Vlees Bay,baai/bay,34-19S/21-54E,B1/2,I-3a,p. 46
416,Vleesbay,Vleesbaai/Vlees Bay,baai/bay,34-19S/21-54E,A1,I-2a,p. 42
416,Vleesch Bay,Vleesbaai/Vlees Bay,baai/bay,34-19S/21-54E,B1,I-7,p. 62
416,"Vlekje Provintie, Het",-,plaats/settlement,-,A3R,II-35,p. 358
416,"Vlieg, d’",-,eiland/island,-,A2,I-34,p. 214
416,Vliegende Bay,Albatross Bay,baai/bay,12-40S/141-43E,A3,II-1a,p. 234
416,"Vliet, De",-,zeestraat/strait,-,A3RB,II-22,p. 320
416,Vlissinge,Papaja/Papaya,eiland/island,0059N/122-38E,B1,II-30,p. 342
416,"Vlissinge, Driekantige Redout",<Noesa/Nusa Ela>,fort/fortress,03-39S/127-53E,B1/2LO,II-25,p. 326
416,Vlissingen,Damen Dao,eiland/island,27-58N/121-05E,A3,II-34a,p. 352
416,Vlissingen,Damen Dao,eiland/island,27-58N/121-05E,A1,II-36,p. 360
416,Vlissingen,Damen Dao,eiland/island,27-58N/121-05E,B2,II-37,p. 362
416,Vlissingen,Damen Dao,eiland/island,27-58N/121-05E,A2,II-1b,p. 236
416,"Vogel Eilt., t",Beitingshan,eiland/island,29-53N/122-31E,A2L,II-39,p. 366
416,Vogel Eyl.,Kamanisan,eiland/island,05-58S/106-06-30E,B1,II-2g,p. 244
416,"Vogel Eylandt, t",Manoek/Manuk,eiland/island,05-33S/130-19E,B1,II-46a,p. 388
416,"Vogel Eylt, t",Manoek/Manuk,eiland/island,05-33S/130-19E,A2,II-1a,p. 234
416,Vogel Eylt.,Manoek/Manuk,eiland/island,05-33S/130-19E,A1,II-19,p. 314
416,Vogels Eyd.,Kamanisan,eiland/island,05-58S/106-06-30E,02-A3,II-2f,p. 242
416,Vogels Eylandt,-,eiland/island,-,B2,II-30,p. 342
416,Vogels Eylt,Beitingshan,eiland/island,29-53N/122-31E,A2,II-37,p. 362
416,Vogels Eylt.,Beitingshan,eiland/island,29-53N/122-31E,A1,II-36,p. 360
416,"Vogels Eylt., t",Niushan Dao,eiland/island,25-26N/119-56E,B1,II-36,p. 360
416,Vogelsclippen,-,klip/cliff,-,A2,I-30,p. 210
416,Vogelstruys Droogte,Struisvogel-klippen,klip/cliff,05-53S/106-28E,A2,II-2g,p. 244
416,Vogelstruys Droogte,Struisvogel-klippen,klip/cliff,05-53S/106-28E,02-B2,II-2f,p. 242
416,Vohits Anghombe,-,landstreek/region,-,B2,I-9,p. 78
416,Volewyk,Rarangane,eiland/island,01-45N/128-03E,A2,II-28,p. 338
416,Volid,Guam?,eiland/island,13-30N/144-48E,B2,II-31,p. 344
416,Volid,Guam?,eiland/island,13-30N/144-48E,B3,II-1b,p. 236
416,"Voorhout Eylt, t",-,-,-,B2,II-28,p. 338
416,"Vos, Eyl. van de",<eilanden ZO van Misoöl/islands SE of Misool>,eilanden/islands,02-10S/130-35E,A2,II-1a,p. 234
416,Vos Rivier,Song Ganh Hao?,rivier/river,09-00N/105-25E,B2,II-8,p. 288
416,"Vossen Eyl., t",Notsuke Saki,schiereiland/peninsula,43-35N/145-19E,A2,II-40a,p. 368
416,"Vossenbos, Ruyge Hoek of Westhoek van 3 Bergens Bocht",-,kaap/cape,11-15N/131-25E,A3,II-43,p. 382
416,Voula Zatoe,-,plaats/settlement,-,B3,I-9,p. 78
416,Voulouilou,Foule Pointe,kaap/cape,-,A2,I-9,p. 78
416,"Vradesa, Negery",Wirodeso/Wiradesa,plaats/settlement,06-53S/109-36E,B2,II-2i,p. 248
416,"Vrede, Bocht van",-,baai/bay,00-21S/127-48-30E,B2,II-28,p. 338
416,Vreemde H.,-,kaap/cape,-,B2,II-28,p. 338
416,"Vries, Caap",Mys Lovtsova,kaap/cape,44-27N/146-35E,A3,II-41,p. 374
416,"Vries, Straet de",Proliv Yekateriny,zeestraat/strait,44-27N/146-40E,A3,II-40a,p. 368
416,Vrolik Eylt,Vroolijk-eiland/Gembira,eiland/island,00-38S/128-36E,B2,II-28,p. 338
416,"Vualla, R.",-,rivier/river,-,A2,I-10c,p. 84
416,Vuijle Bay,Baie de Vung Gang,baai/bay,11-43N/109-12E,A3,II-8,p. 288
416,Vulcanus,Io Shima,eiland/island,30-46N/130-18E,A3,II-36,p. 360
416,Vulcanus,-,eiland en berg/island and mountain,05N/112-30E,B1,II-1b,p. 236
416,Vuurs Dorp,-,plaats/settlement,-,B2,I-28,p. 204
416,Vuyl Solombo,Klein-Solombo/Masalembo Kecil,eiland/island,05-26S/114-26E,A1,II-1a,p. 234
416,Vuyle Bochts Riv.,Rivière Françoise,rivier/river,20-09S/57-44E,A2,I-11,p. 96
416,Vuyle Straat,Straat/Selat Nanoang,zeestraat/strait,00-31S/127-12E,B1,II-28,p. 338
416,"Vyfhoek, De Redout",<Batavia-West/Jakarta Barat>,fort/fortress,06-08S/106-47E,B2/3RO,II-3f,p. 260
416,Vyge Koraals Rivier,-,rivier/river,-,B1,I-5b,p. 54
416,"Waart, p. de",Mulan Tou/Hainan Head,eiland/island,20-09N/110-41E,A1,II-1b,p. 236
416,"Waart, Punta de",Hainan Head/Mulan Tou,kaap/cape,20-09N/110-41E,A2,II-33a,p. 348
416,Waarus,Waroe/Waru,plaats/settlement,03-42S/130-40E,A3,II-20,p. 316
416,"Wabatang, Pagger de",-,fort/fortress,-,A1L,I-38,p. 224
416,Wacal,Wakal,plaats/settlement,03-35S/128-10E,A1,II-19,p. 314
416,"Wachter Eylandt, t",Banjak/Banyak/Kramat,eiland/island,02-32S/104-55E,A1L,I-39a,p. 226
416,Wadacoeporavane,-,plaats/settlement,-,A2,I-23r,p. 170
416,Waddaeueuritche,-,plaats/settlement,-,A2,I-23r,p. 170
416,Waddery,Vathiry,plaats/settlement,09-48N/80-12E,A2,I-23r,p. 170
416,Wadilof,-,-,-,B2,II-28,p. 338
416,"Wadoery, Songi",-,plaats/settlement,-,B2,II-2i,p. 248
